1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.04930532,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.06527269,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5178943,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5214454,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5250438,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5286565,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5327726,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.536505,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5401251,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5442475,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5478631,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5515932,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5554117,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5591139,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5625087,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5662662,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5700357,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5737345,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.7227765,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.7264491,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.730657,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.7347772,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.7449504,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.7492375,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.7531148,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.7573301,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.7611771,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.7651222,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.8318517,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.8356616,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.8401154,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.8431681,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.8474274,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.8505765,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.9059012,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.9089904,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.9126487,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.9170676,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.9719465,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.9763084,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.9813955,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),1.047001,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),1.052356,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),1.057258,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),1.061339,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),1.121495,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),1.125707,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),1.130543,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),1.19944,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),1.211723,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),1.217934,0.02,999
