1017.02,1.184152,810.6976,(0.0, 0.0, 1.0),0.03510087,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.0525769,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.4720176,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.475486,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.4781019,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.4803918,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.4826913,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.484976,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.487344,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.4897313,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.4921939,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.4945916,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.4970604,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.4994535,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5018431,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5042407,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5067353,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.509183,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5885242,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5961435,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.5991951,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.6017376,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.6042863,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.6070015,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.6564515,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.6593737,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.6625034,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.7239483,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.7280479,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.7311451,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.7344026,0.02,999
1017.02,1.05,810.6976,(0.0, 0.0, 1.0),0.7903766,0.02,999
1017.02,1.05,810.6927,(0.0, 0.0, 1.0),0.7939414,0.02,999
1017.02,1.05,810.6877,(0.0, 0.0, 1.0),0.7975871,0.02,999
1017.02,1.05,810.6829,(0.0, 0.0, 1.0),0.8463746,0.02,999
1017.02,1.05,810.67,(0.0, 0.0, 1.0),0.849644,0.02,999
